image_name,comment,category
2106772874.jpg,a brown and black dog and a white dog are wrestling on the carpet,dog
467960888.jpg,a black dog running along the edge of the ocean,dog
3439243433.jpg,a white dog standing on fallen leaves,dog
2291958125.jpg,two men on horses chase down a cow on a sunny day,cow
3379314077.jpg,a man leads while his horse pulls his cart along the dirt road,horse
3396157719.jpg,a brown and white dog on a trampoline with a forest in the background,dog
3291587911.jpg,a man training a dog to attack his padded arm,dog
5930769790.jpg,a woman giving a dog a haircut,dog
3724718895.jpg,a small brown and white dog is playing with the sprinkler in the grass,dog
193596775.jpg,a woman wearing blue is talking on the phone in front of a black and brown dog,dog
2768021570.jpg,a man uses two sticks to control two tan goats in a pen while a black and white dog watches,dog
101654506.jpg,a white and brown dog is running through a snow covered field,dog
3407317539.jpg,a black and white dog is running across a snow covered field,dog
3225226381.jpg,a little black dog chasing a little brown one,dog
2661437618.jpg,the little white and brown dog has his mouth wide open while trying to catch something,dog
337647771.jpg,the redbrown dog digs his nose to investigate a holiday gift bag,dog
2661437618.jpg,a dog chasing a ball indoors,dog
2198964806.jpg,a brown and white dog is jumping up,dog
2368266191.jpg,a dog jumps by a tree while another lays on the ground,dog
3298175192.jpg,black and white dog chewing on a canon camera setting in the grass the camera is black and white,dog
2414710960.jpg,a dog wearing a blue sweater holds a yellow toy in its mouth,dog
2895403073.jpg,one dog is bearing its teeth at the other two dogs as they run beside the water,dog
3406930103.jpg,a yellow dog in the snow,dog
6818129694.jpg,a man in a black and white striped shirted tries to wrangle a horse at the rodeo while another man does the same just behind him,horse
2618538137.jpg,a man wearing no shirt rides a skateboard with a brown dog,dog
251056963.jpg,a dog walks across a tall ladder,dog
4966187934.jpg,a gentleman selling art on the street with a horse drawn carriage behind him,horse
1597557856.jpg,a yellow dog jumps to greet a woman,dog
2119660490.jpg,a dog lies on its back on a dog bed,dog
1357753846.jpg,a black dog is walking through a stream of water,dog
341665272.jpg,a dog is running in the snow carrying a red frisbee,dog
1130369873.jpg,a brown dog is running through neckdeep water carrying a tennis ball,dog
4727548331.jpg,small dog seeks comfort from his owner in this shopping scene,dog
311267421.jpg,a black and white and a brown and white dog running in a grassy field in front of a stand of trees,dog
1514957266.jpg,a dog runs across the grass,dog
3310067561.jpg,a brown dog is sitting on a cobbled pavement,dog
3467941308.jpg,a brown dog chasing after something,dog
3338291921.jpg,a brown dog in the snow has something hot pink in its mouth,dog
3574847368.jpg,a shirtless soldier is shaving outdoors with a small puppy,dog
2391269207.jpg,a white dog is running on a grassy path carrying a yellow object in its mouth,dog
2704362232.jpg,a man and dog are splashing in a swimming pool,dog
753578547.jpg,a dog is staring at a red ball coming towards him,dog
2283966256.jpg,a brown dog walks on the rocks near a river,dog
3631839768.jpg,a veterinarian is giving medicine to a cat,cat
3338291921.jpg,a dog with something pink in its mouth is looking forward,dog
413231421.jpg,dog with head in snow,dog
2375924666.jpg,a longhaired dog is playing with a small,dog
953941506.jpg,a beagle dog is walking on the shoreline at the beach,dog
3337046794.jpg,a dog is rubbing its face in the snow,dog
3599568766.jpg,a dog runs overtop the dry earth,dog
340425915.jpg,a brown and black dog lies in the snow with an orange vest on,dog
1813597483.jpg,black dog climbs over fallen logs or boards,dog
3265527323.jpg,the white dog is ignoring the black and white chicken,dog
2056042552.jpg,a gray dog is jumping toward a black and white dog in the snow,dog
3474406285.jpg,a brown dog jumping over a hurdle,dog
1957701886.jpg,a woman in a sundress walks a small dog on a city sidewalk,dog
2173312932.jpg,two white dogs are playing with a brown dog and a ball,dog
431410325.jpg,a longhaired dog walks out of the water and licks his nose,dog
410413536.jpg,a man on a narrow dock plays with his dog that is jumping out of the water,dog
5171155099.jpg,a man wearing a military uniform riding a white horse down the street as spectators watch from behind barricades,horse
745880539.jpg,a small dog in front of a yellow tube on grass,dog
3419916411.jpg,a yellow dog is running in a field near a mountain,dog
3655773435.jpg,a small dog swims in a pool,dog
4125992235.jpg,one person takes a walk with a dog in a tree lined park in the morning in autumn,dog
446901798.jpg,a woman in a purple and blue tiedye shirt with a peace sign on it is walking her dog in a forest,dog
3525417522.jpg,a small dog leaping,dog
3525417522.jpg,a small dog running in grass,dog
3493255026.jpg,a white and brown dog is playing tugofwar,dog
236518934.jpg,a wet dog jumps in the surf,dog
2882743431.jpg,a brown dog mouthing at a white dog,dog
404702274.jpg,a brown and white dog jumps in the air to catch a snowball,dog
2203286182.jpg,a black dog is attempting to catch a thrown object that is red,dog
3091338773.jpg,a shorthaired brown dog is snapping at a long green strip,dog
3149894951.jpg,circus performer gesturing upward while hold a dog between his legs,dog
2494088238.jpg,man and boy play with dog at sunset on a beach,dog
4931319718.jpg,a cowboy is attempting to lasso a calf while riding a horse,horse
381275595.jpg,brown dog chews on bone while laying on the rug,dog
1469358746.jpg,a man holding a camera is sitting on a mountain with a black dog,dog
537479916.jpg,a black dog has just run down a blue and red ramp on an obstacle course,dog
343218198.jpg,a black dog running in a backyard,dog
3048597471.jpg,brown dog in water,dog
774009278.jpg,a white dog jumps from the grass into water from a hose,dog
2284894733.jpg,a dog descends a ramp,dog
3214573346.jpg,a white dog with black spots jumps in midair,dog
2884651479.jpg,a dog swims in the pool while another dog watches from the deck,dog
4930799759.jpg,a man wearing a us army jacket and a white cowboy hat is standing next to a horse,horse
3223709894.jpg,a brown dog runs in the grass with one ear up,dog
532999240.jpg,this brown and white dog is chasing a soccer ball,dog
505062117.jpg,a dog swims in the water with a tennis ball in his mouth,dog
3030823649.jpg,a tan and black dog chases a yellow ball,dog
1067180831.jpg,a black and white dog jumps after a yellow toy,dog
512026551.jpg,a dog fetches a tennis ball out of a pool of water,dog
852469220.jpg,a black and white dog is swimming through some water,dog
3384314832.jpg,brown and white dog jumping over a low rail with a tennis ball in his mouth,dog
3064716525.jpg,a dog leaping over a hurdle,dog
274313927.jpg,a black dog with a white toy in his mouth in a field of grass,dog
5109044966.jpg,a little boy is wet from playing and screaming from the streaming water while holding a toy puppy,dog
2968885599.jpg,a man controlling a dog sled approaches another dog sled team in a narrow,dog
3509711173.jpg,an asian man wearing a white outfit and red vest with a sword is riding a white horse in front of a crowd,horse
2677656448.jpg,small dog is paddling through the water in a pool,dog
2521983429.jpg,man and dog standing on rocks next to water,dog
2613209320.jpg,a brown dog is soaked and is walking out of the water,dog
3510219078.jpg,a black dog chasing a brown and white dog very quickly over a lawn,dog
2061397486.jpg,a black dog with brown markings wearing a red vest trots down a path,dog
460781612.jpg,a black and white dog is midjump and has a frisbee in his mouth,dog
477204750.jpg,a yellow dog anticipates a ball,dog
1359101233.jpg,a dog in a red jacket is running on the grass,dog
537390477.jpg,the black dog and the brown dog appear to be wrestling,dog
500290283.jpg,this is a man and a baby cow up in the air,cow
3214579977.jpg,the black dog jumps out of the snow to catch an object,dog
2679851489.jpg,a black dog runs through the dry grass,dog
466176275.jpg,one gray puddle jumping in the air in front of another tan dog,dog
3358380484.jpg,a brown and white dog is running,dog
267325341.jpg,black dog running through grass with something orange in its mouth,dog
1026685415.jpg,a black dog has a blue toy in its mouth,dog
2261257940.jpg,brown dog chasing black dog through snow,dog
3629664676.jpg,a dog pulling a rope,dog
3166969425.jpg,a dog is walking through snow and a figure is in the distance,dog
3407357681.jpg,a dog jumps through water,dog
4425850083.jpg,a man sitting on a running horse on a dirt track,horse
1679617928.jpg,a dog with black and brown coloring is leashed up to a mirror,dog
3339105374.jpg,a woman in a red coat with a man in a white and black coat and a black dog in the snow,dog
3600221224.jpg,yellow dog is running up a trail,dog
532999240.jpg,the dog runs towards the ball,dog
386655611.jpg,the brown and white dog carries a very large stick across the snow,dog
7527074552.jpg,there is five horse back riders riding through a valley on a trail in the sunlight,horse
224702242.jpg,a white dog catching a soccer ball midair,dog
4480498252.jpg,a woman in tan pants and a blue tshirt is walking a dog,dog
2053441349.jpg,the brown dog walks through the flowers,dog
462198798.jpg,a dog is walking near a body of water,dog
2164363131.jpg,a man and a dog play with a frisbee,dog
408233586.jpg,a dog playing with a ball in water,dog
2414710960.jpg,a dog in a blue sweater leaps while holding an object in its mouth,dog
309049466.jpg,a dog with a frisbee in its mouth is running through snow,dog
317386541.jpg,two people in official type clothing each riding on a dark horse,horse
2115849046.jpg,a brown dog runs near the water,dog
2857609295.jpg,a dog jumping to catch a frisbee while people watch,dog
124972799.jpg,black and brown dog growling at brown cat hiding under wooden bench,dog
3524436870.jpg,a dark brown dog is looking at bubbles while walking on green grass,dog
3197917064.jpg,a white dog carries something in its mouth through the snow,dog
1096097967.jpg,a black and white dog drinking water from a water spray,dog
2804851816.jpg,a brown dog has a ball in his mouth while playing in the fence,dog
909808296.jpg,a brown and black dog on a leash is sniffed by a black and white dog,dog
494792770.jpg,brown longhaired dog in garden,dog
2382411771.jpg,a tan dog is on top of and growling at a doberman wearing a collar in the grass,dog
3713868971.jpg,a person on a large gray horse jumping over a miniature house with a red roof,horse
2444821454.jpg,a black and white dog is in the grass with a red striped disk,dog
3264678536.jpg,a small dog jumps up to play with a larger dog,dog
2508313118.jpg,a brown dog is attempting to catch a frisbee in its mouth,dog
1800601130.jpg,the brown dog catches a ball in the air,dog
240583223.jpg,a dog is running down a dirt path,dog
497579819.jpg,small dog looking into background,dog
